fichier,phrase_id,position,mot,onset,offset,POS,surprisal_bits,surprise_structurale,oov,freq_zipf,n_phones
audio19.TextGrid,21,1,it,103.040,103.150,PRP,1.5724,5.9294,0,6.95,2
audio19.TextGrid,21,2,was,103.150,103.260,VBD,3.0516,2.1088,0,6.82,3
audio19.TextGrid,21,3,only,103.260,103.500,RB,5.2727,3.6893,0,6.12,4
audio19.TextGrid,21,4,a,103.500,103.540,DT,2.0447,4.4395,0,7.36,1
audio19.TextGrid,21,5,line,103.540,103.870,NN,9.9841,1.4979,0,5.49,3
audio19.TextGrid,21,6,burn,103.870,104.200,VBP,10.3674,7.5758,0,4.53,3
audio19.TextGrid,21,7,that,104.200,104.290,RB,9.8775,3.5561,0,7.01,3
audio19.TextGrid,21,8,had,104.290,104.410,VBD,4.2494,5.1875,0,6.33,3
audio19.TextGrid,21,9,cut,104.410,104.640,VB,7.7336,7.4530,0,5.24,3
audio19.TextGrid,21,10,his,104.640,104.820,PRP$,2.6039,5.4048,0,6.51,3
audio19.TextGrid,21,11,flesh,104.820,105.190,NN,4.8869,1.5628,1,4.2,4
audio19.TextGrid,22,1,but,106.300,106.430,CC,2.8832,5.5291,0,6.63,3
audio19.TextGrid,22,2,it,106.430,106.530,PRP,1.5724,3.6160,0,6.95,2
audio19.TextGrid,22,3,was,106.530,106.690,VBD,3.0516,2.8243,0,6.82,3
audio19.TextGrid,22,4,in,106.690,106.790,IN,2.4946,3.6360,0,7.27,2
audio19.TextGrid,22,5,the,106.790,106.860,DT,0.7806,1.9538,0,7.73,2
audio19.TextGrid,22,6,working,106.860,107.320,JJ,11.5103,2.3502,0,5.45,5
audio19.TextGrid,22,7,part,107.320,107.530,NN,8.3626,0.8757,0,5.78,4
audio19.TextGrid,22,8,of,107.530,107.600,IN,2.0839,2.1069,0,7.4,2
audio19.TextGrid,22,9,his,107.600,107.780,PRP$,2.6039,4.8774,0,6.51,3
audio19.TextGrid,22,10,hand,107.780,108.230,NN,10.6845,1.5077,0,5.41,4
audio19.TextGrid,23,1,he,108.730,108.850,PRP,2.5017,5.9294,0,6.69,2
audio19.TextGrid,23,2,knew,108.850,109.040,VBD,9.9863,2.1088,0,5.2,3
audio19.TextGrid,23,3,he,109.040,109.180,PRP,2.5017,5.8464,0,6.69,2
audio19.TextGrid,23,4,would,109.180,109.380,MD,2.1491,4.4952,0,6.27,3
audio19.TextGrid,23,5,need,109.380,109.650,VBP,6.6670,8.0102,0,5.97,3
audio19.TextGrid,23,6,his,109.650,109.820,PRP$,2.6039,6.7518,0,6.51,3
audio19.TextGrid,23,7,hands,109.820,110.210,NNS,9.9770,3.0072,0,5.16,4
audio19.TextGrid,23,8,before,110.210,110.530,IN,7.8075,2.4479,0,5.93,5
audio19.TextGrid,23,9,this,110.530,110.740,DT,5.1879,1.7704,0,6.82,3
audio19.TextGrid,23,10,was,110.740,110.860,VBD,3.0516,8.0135,0,6.82,3
audio19.TextGrid,23,11,over,110.860,111.240,IN,7.0381,3.8401,0,6.08,3
audio19.TextGrid,23,12,and,111.240,111.370,CC,0.5482,7.9521,0,7.41,3
audio19.TextGrid,23,13,he,111.370,111.460,PRP,2.5017,4.8152,0,6.69,2
audio19.TextGrid,23,14,did,111.460,111.630,VBD,5.6171,2.8243,0,5.96,3
audio19.TextGrid,23,15,not,111.630,111.870,RB,4.3332,3.6893,0,6.69,3
audio19.TextGrid,23,16,like,111.870,112.040,VBP,8.3674,6.3167,0,6.41,3
audio19.TextGrid,23,17,to,112.040,112.120,TO,-0.0000,6.6708,0,7.43,2
audio19.TextGrid,23,18,be,112.120,112.250,VB,2.8428,2.4570,0,6.79,2
audio19.TextGrid,23,19,cut,112.250,112.530,VBD,8.2494,8.0731,0,5.24,3
audio19.TextGrid,23,20,before,112.560,112.890,IN,7.8075,4.2309,0,5.93,5
audio19.TextGrid,23,21,it,112.890,113.000,PRP,1.5724,4.4761,0,6.95,2
audio19.TextGrid,23,22,started,113.000,113.550,VBD,9.5713,2.2358,0,5.39,7
audio19.TextGrid,24,1,now,115.450,115.880,RB,5.3332,5.2120,0,6.18,2
audio19.TextGrid,24,2,he,115.880,116.270,PRP,2.5017,5.9440,0,6.69,2
audio19.TextGrid,24,3,said,116.270,116.570,VBD,2.3092,3.1938,0,6.01,3
audio19.TextGrid,24,4,when,116.570,116.720,WRB,0.8610,8.9818,0,6.37,3
audio19.TextGrid,24,5,his,116.720,116.850,PRP$,2.6039,5.8478,0,6.51,3
audio19.TextGrid,24,6,hand,116.850,117.100,NN,10.6845,2.7474,0,5.41,4
audio19.TextGrid,24,7,had,117.100,117.210,VBD,4.2494,4.4633,0,6.33,3
audio19.TextGrid,24,8,dried,117.210,117.650,VBN,3.8305,3.2831,1,4.04,4
audio19.TextGrid,25,1,i,118.180,118.260,PRP,3.9247,5.9294,0,7.09,1
audio19.TextGrid,25,2,must,118.260,118.480,MD,5.6085,3.6054,0,5.68,4
audio19.TextGrid,25,3,eat,118.480,118.600,VBP,10.3674,8.0102,0,5.13,2
audio19.TextGrid,25,4,the,118.600,118.720,DT,0.7806,3.2960,0,7.73,2
audio19.TextGrid,25,5,small,118.720,119.020,JJ,6.9867,2.3780,0,5.51,4
audio19.TextGrid,25,6,tuna,119.020,119.400,NN,4.8869,0.8757,1,3.64,4
audio19.TextGrid,26,1,i,119.960,120.050,PRP,3.9247,5.9294,0,7.09,1
audio19.TextGrid,26,2,can,120.050,120.220,MD,3.3018,3.6054,0,6.46,3
audio19.TextGrid,26,3,reach,120.220,120.430,VB,10.3185,0.6826,0,4.94,3
audio19.TextGrid,26,4,him,120.430,120.550,PRP,6.7448,5.4081,0,6.11,2
audio19.TextGrid,26,5,with,120.550,120.640,IN,4.6303,2.9664,0,6.85,3
audio19.TextGrid,26,6,the,120.640,120.740,DT,0.7806,2.3631,0,7.73,2
audio19.TextGrid,26,7,gaff,120.740,121.280,NN,4.8869,1.2945,1,2.68,3
audio19.TextGrid,26,8,and,121.280,121.450,CC,0.5482,5.1478,0,7.41,3
audio19.TextGrid,26,9,eat,121.450,121.670,VBP,10.3674,6.4646,0,5.13,2
audio19.TextGrid,26,10,him,121.670,121.810,PRP,6.7448,4.6207,0,6.11,2
audio19.TextGrid,26,11,here,121.810,122.010,RB,6.9389,4.9254,0,5.97,3
audio19.TextGrid,26,12,in,122.010,122.100,IN,2.4946,3.8931,0,7.27,2
audio19.TextGrid,26,13,comfort,122.160,122.700,NN,13.6845,3.3238,0,4.41,6
audio19.TextGrid,27,1,he,124.950,125.060,PRP,2.5017,5.9294,0,6.69,2
audio19.TextGrid,27,2,knelt,125.060,125.220,VBD,2.3092,2.1088,1,2.8,4
audio19.TextGrid,27,3,down,125.220,125.620,RB,7.0031,3.6893,0,5.88,3
audio19.TextGrid,27,4,and,125.620,125.910,CC,0.5482,7.2778,0,7.41,3
audio19.TextGrid,27,5,found,125.910,126.100,VBN,7.7374,5.9728,0,5.68,4
audio19.TextGrid,27,6,the,126.100,126.170,DT,0.7806,4.4930,0,7.73,2
audio19.TextGrid,27,7,tuna,126.170,126.440,NN,4.8869,1.4522,1,3.64,4
audio19.TextGrid,27,8,under,126.440,126.710,IN,7.0575,1.9542,0,5.73,4
audio19.TextGrid,27,9,the,126.710,126.820,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,27,10,stem,126.820,127.280,VB,10.3185,8.5508,0,4.3,4
audio19.TextGrid,27,11,with,127.280,127.400,IN,4.6303,3.3213,0,6.85,3
audio19.TextGrid,27,12,the,127.400,127.470,DT,0.7806,1.7891,0,7.73,2
audio19.TextGrid,27,13,gaff,127.470,127.910,NN,4.8869,1.2945,1,2.68,3
audio19.TextGrid,27,14,and,127.910,128.040,CC,0.5482,5.1478,0,7.41,2
audio19.TextGrid,27,15,drew,128.040,128.230,VBD,11.5713,4.3999,0,4.46,3
audio19.TextGrid,27,16,it,128.230,128.290,PRP,1.5724,6.1694,0,6.95,2
audio19.TextGrid,27,17,toward,128.290,128.650,IN,10.9450,3.3393,0,4.72,6
audio19.TextGrid,27,18,him,128.650,128.890,PRP,6.7448,5.8743,0,6.11,3
audio19.TextGrid,27,19,keeping,128.890,129.250,VBG,8.1898,7.9473,0,4.84,5
audio19.TextGrid,27,20,it,129.250,129.340,PRP,1.5724,5.7232,0,6.95,2
audio19.TextGrid,27,21,clear,129.340,129.630,VB,9.7336,5.5792,0,5.25,4
audio19.TextGrid,27,22,of,129.630,129.700,IN,2.0839,4.3510,0,7.4,2
audio19.TextGrid,27,23,the,129.700,129.780,DT,0.7806,1.7891,0,7.73,2
audio19.TextGrid,27,24,coiled,129.780,130.220,JJ,5.1180,2.3502,1,2.9,4
audio19.TextGrid,27,25,lines,130.220,130.770,NNS,10.2401,2.8076,0,4.95,4
audio19.TextGrid,28,1,holding,131.450,131.760,VBG,6.4243,6.1623,0,4.89,6
audio19.TextGrid,28,2,the,131.760,131.820,DT,0.7806,3.4931,0,7.73,2
audio19.TextGrid,28,3,line,131.820,132.110,VBP,10.3674,8.1447,0,5.49,3
audio19.TextGrid,28,4,with,132.110,132.240,IN,4.6303,4.4142,0,6.85,3
audio19.TextGrid,28,5,his,132.240,132.450,PRP$,2.6039,4.8077,0,6.51,3
audio19.TextGrid,28,6,left,132.450,132.690,VBN,8.2520,7.4282,0,5.62,4
audio19.TextGrid,28,7,shoulder,132.690,133.060,NN,12.0996,3.6840,0,4.5,5
audio19.TextGrid,28,8,again,133.060,133.440,RB,7.5556,6.2000,0,5.7,4
audio19.TextGrid,28,9,and,133.740,133.820,CC,0.5482,6.1704,0,7.41,2
audio19.TextGrid,28,10,bracing,133.820,134.270,VBG,5.2638,5.8814,1,3.12,6
audio19.TextGrid,28,11,on,134.270,134.400,IN,4.3011,3.9656,0,6.91,2
audio19.TextGrid,28,12,his,134.400,134.570,PRP$,2.6039,4.6549,0,6.51,3
audio19.TextGrid,28,13,left,134.570,134.830,VBN,8.2520,7.4282,0,5.62,4
audio19.TextGrid,28,14,hand,134.830,135.110,NN,10.6845,3.6840,0,5.41,4
audio19.TextGrid,28,15,and,135.110,135.270,CC,0.5482,4.6967,0,7.41,3
audio19.TextGrid,28,16,arm,135.270,135.650,NN,12.0996,2.0495,0,4.73,3
audio19.TextGrid,29,1,he,136.330,136.430,PRP,2.5017,5.9294,0,6.69,2
audio19.TextGrid,29,2,took,136.430,136.600,VBD,6.7639,2.1088,0,5.51,3
audio19.TextGrid,29,3,the,136.600,136.720,DT,0.7806,3.1613,0,7.73,2
audio19.TextGrid,29,4,tuna,136.720,137.000,NN,4.8869,1.2536,1,3.64,4
audio19.TextGrid,29,5,off,137.000,137.370,IN,9.6820,1.9542,0,5.93,2
audio19.TextGrid,29,6,the,137.370,137.450,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,29,7,gaff,137.450,137.820,NN,4.8869,1.2945,1,2.68,3
audio19.TextGrid,29,8,hook,137.820,138.100,NN,12.6845,3.0508,0,4.37,3
audio19.TextGrid,29,9,and,138.100,138.210,CC,0.5482,4.5955,0,7.41,2
audio19.TextGrid,29,10,put,138.210,138.400,VB,7.7336,4.7925,0,5.66,3
audio19.TextGrid,29,11,the,138.400,138.490,DT,0.7806,2.4678,0,7.73,2
audio19.TextGrid,29,12,gaff,138.490,138.780,NN,4.8869,1.1453,1,2.68,3
audio19.TextGrid,29,13,back,138.810,139.080,RP,5.1699,10.0243,0,6.04,3
audio19.TextGrid,29,14,in,139.080,139.150,IN,2.4946,3.4026,0,7.27,2
audio19.TextGrid,29,15,place,139.150,139.680,NN,9.5971,3.7420,0,5.71,4
audio19.TextGrid,30,1,he,140.440,140.520,PRP,2.5017,5.9294,0,6.69,2
audio19.TextGrid,30,2,put,140.520,140.780,VBD,9.9863,2.1088,0,5.66,3
audio19.TextGrid,30,3,one,140.780,140.950,CD,4.6627,4.9658,0,6.47,3
audio19.TextGrid,30,4,knee,140.950,141.230,NN,4.8869,2.0154,1,4.33,2
audio19.TextGrid,30,5,on,141.230,141.350,IN,4.3011,2.1353,0,6.91,2
audio19.TextGrid,30,6,the,141.350,141.430,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,30,7,fish,141.430,141.810,NN,4.8869,1.2945,1,4.9,3
audio19.TextGrid,30,8,and,141.810,141.980,CC,0.5482,5.1478,0,7.41,3
audio19.TextGrid,30,9,cut,141.980,142.120,NN,12.0996,2.0495,0,5.24,3
audio19.TextGrid,30,10,strips,142.120,142.490,NNS,5.7165,2.5848,1,3.86,6
audio19.TextGrid,30,11,of,142.490,142.580,IN,2.0839,2.4228,0,7.4,2
audio19.TextGrid,30,12,dark,142.580,142.970,JJ,12.5103,3.2230,0,5.04,4
audio19.TextGrid,30,13,red,142.970,143.220,JJ,11.5103,3.6218,0,5.32,3
audio19.TextGrid,30,14,meat,143.220,143.490,NN,4.8869,1.2490,1,4.63,3
audio19.TextGrid,30,15,longitudinally,143.490,144.370,RB,3.1182,6.1928,1,2.53,13
audio19.TextGrid,30,16,from,144.370,144.540,IN,4.6559,3.1971,0,6.63,4
audio19.TextGrid,30,17,the,144.540,144.600,DT,0.7806,1.9329,0,7.73,2
audio19.TextGrid,30,18,back,144.600,144.870,NN,12.6845,1.2945,0,6.04,3
audio19.TextGrid,30,19,of,144.870,144.950,IN,2.0839,1.9542,0,7.4,2
audio19.TextGrid,30,20,the,144.950,145.050,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,30,21,head,145.050,145.300,NN,10.3626,1.2945,0,5.51,3
audio19.TextGrid,30,22,to,145.300,145.400,TO,-0.0000,5.5350,0,7.43,2
audio19.TextGrid,30,23,the,145.400,145.500,DT,0.7806,2.4625,0,7.73,2
audio19.TextGrid,30,24,tail,145.500,145.950,NN,4.8869,1.2658,1,4.34,3
audio19.TextGrid,31,1,they,146.750,146.850,PRP,2.7059,5.9294,0,6.5,2
audio19.TextGrid,31,2,were,146.850,146.970,VBD,3.9492,2.1088,0,6.34,2
audio19.TextGrid,31,3,wedge,146.970,147.310,NN,4.8869,4.7915,1,3.62,3
audio19.TextGrid,31,4,shaped,147.310,147.630,VBN,3.8305,6.2446,1,4.38,4
audio19.TextGrid,31,5,strips,147.630,148.280,NNS,5.7165,5.3661,1,3.86,6
audio19.TextGrid,31,6,and,148.280,148.450,CC,0.5482,4.2381,0,7.41,2
audio19.TextGrid,31,7,he,148.450,148.580,PRP,2.5017,6.0020,0,6.69,2
audio19.TextGrid,31,8,cut,148.580,148.850,VB,7.7336,6.7135,0,5.24,3
audio19.TextGrid,31,9,them,148.850,149.070,PRP,4.6156,4.6808,0,6.19,3
audio19.TextGrid,31,10,from,149.070,149.330,IN,4.6559,2.9664,0,6.63,4
audio19.TextGrid,31,11,next,149.330,149.560,JJ,6.6276,4.1292,0,5.7,4
audio19.TextGrid,31,12,to,149.560,149.670,TO,-0.0000,7.3804,0,7.43,2
audio19.TextGrid,31,13,the,149.670,149.760,DT,0.7806,2.2739,0,7.73,2
audio19.TextGrid,31,14,back,149.760,150.010,NN,12.6845,1.2658,0,6.04,3
audio19.TextGrid,31,15,bone,150.010,150.350,NN,11.3626,3.0508,0,4.47,3
audio19.TextGrid,31,16,down,150.350,150.590,RP,3.9475,10.4896,0,5.88,3
audio19.TextGrid,31,17,to,150.590,150.660,TO,-0.0000,4.9355,0,7.43,2
audio19.TextGrid,31,18,the,150.660,150.830,DT,0.7806,3.1491,0,7.73,2
audio19.TextGrid,31,19,edge,150.830,150.970,NN,4.8869,1.2658,1,4.74,2
audio19.TextGrid,31,20,of,150.970,151.040,IN,2.0839,1.9542,0,7.4,2
audio19.TextGrid,31,21,the,151.040,151.110,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,31,22,belly,151.110,151.510,NN,4.8869,1.2945,1,4.1,4
audio19.TextGrid,32,1,when,152.340,152.470,WRB,0.8610,9.1912,0,6.37,3
audio19.TextGrid,32,2,he,152.470,152.530,PRP,2.5017,3.6218,0,6.69,2
audio19.TextGrid,32,3,had,152.530,152.640,VBD,4.2494,2.5313,0,6.33,3
audio19.TextGrid,32,4,cut,152.640,152.910,VB,7.7336,7.2014,0,5.24,3
audio19.TextGrid,32,5,six,152.910,153.200,CD,6.8378,5.5606,0,5.29,4
audio19.TextGrid,32,6,strips,153.200,153.630,NNS,5.7165,3.3083,1,3.86,6
audio19.TextGrid,32,7,he,153.630,153.780,PRP,2.5017,7.5371,0,6.69,2
audio19.TextGrid,32,8,spread,153.780,154.090,VBN,10.0593,6.2400,0,4.81,5
audio19.TextGrid,32,9,them,154.090,154.240,PRP,4.6156,6.1521,0,6.19,3
audio19.TextGrid,32,10,out,154.240,154.420,RP,2.2003,6.3444,0,6.38,2
audio19.TextGrid,32,11,on,154.420,154.520,IN,4.3011,3.1033,0,6.91,2
audio19.TextGrid,32,12,the,154.520,154.580,DT,0.7806,2.0344,0,7.73,2
audio19.TextGrid,32,13,wood,154.580,154.780,NN,4.8869,1.2945,1,4.78,3
audio19.TextGrid,32,14,of,154.780,154.860,IN,2.0839,1.9542,0,7.4,2
audio19.TextGrid,32,15,the,154.860,154.950,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,32,16,bow,154.950,155.360,NN,4.8869,1.2945,1,4.3,2
audio19.TextGrid,32,17,wiped,155.480,155.770,VBD,2.3092,4.1007,1,3.86,4
audio19.TextGrid,32,18,his,155.770,155.940,PRP$,2.6039,5.9860,0,6.51,3
audio19.TextGrid,32,19,knife,155.940,156.220,NN,13.6845,1.5939,0,4.41,3
audio19.TextGrid,32,20,on,156.220,156.360,IN,4.3011,2.4452,0,6.91,2
audio19.TextGrid,32,21,his,156.360,156.520,PRP$,2.6039,4.8774,0,6.51,3
audio19.TextGrid,32,22,trousers,156.520,157.070,NNS,5.7165,2.6653,1,3.7,6
audio19.TextGrid,33,1,and,157.540,157.680,NN,12.6845,2.9904,0,7.41,3
audio19.TextGrid,33,2,lifted,157.680,157.980,VBN,11.0593,7.1188,0,4.1,6
audio19.TextGrid,33,3,the,157.980,158.060,DT,0.7806,5.1924,0,7.73,2
audio19.TextGrid,33,4,carcass,158.060,158.540,NN,4.8869,1.4522,1,3.21,6
audio19.TextGrid,33,5,of,158.540,158.620,IN,2.0839,1.9542,0,7.4,2
audio19.TextGrid,33,6,the,158.620,158.720,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,33,7,bonito,158.720,159.090,NN,4.8869,1.2945,1,2.5,6
audio19.TextGrid,33,8,by,159.090,159.260,IN,4.4921,1.9542,0,6.66,2
audio19.TextGrid,33,9,the,159.260,159.370,DT,0.7806,1.7802,0,7.73,2
audio19.TextGrid,33,10,tail,159.370,159.810,NN,4.8869,1.2945,1,4.34,3
audio19.TextGrid,33,11,and,159.810,159.880,CC,0.5482,5.1478,0,7.41,2
audio19.TextGrid,33,12,dropped,159.880,160.190,VBD,7.9863,4.3999,0,4.73,5
audio19.TextGrid,33,13,it,160.190,160.270,PRP,1.5724,6.1694,0,6.95,2
audio19.TextGrid,33,14,overboard,160.270,160.870,RP,1.4881,5.9789,1,3.43,7
audio19.TextGrid,34,1,i,162.540,162.660,PRP,3.9247,5.9294,0,7.09,1
audio19.TextGrid,34,2,don,162.660,162.850,VBP,1.8478,2.7055,1,4.6,3
audio19.TextGrid,34,3,t,162.850,162.880,JJ,5.1180,4.0544,1,5.43,1
audio19.TextGrid,34,4,think,162.880,163.070,VBP,6.5601,7.4875,0,6.08,4
audio19.TextGrid,34,5,i,163.070,163.180,PRP,3.9247,4.9981,0,7.09,1
audio19.TextGrid,34,6,can,163.180,163.330,MD,3.3018,4.4770,0,6.46,3
audio19.TextGrid,34,7,eat,163.330,163.490,VBP,10.3674,8.0102,0,5.13,2
audio19.TextGrid,34,8,an,163.490,163.590,DT,4.6072,3.2960,0,6.53,2
audio19.TextGrid,34,9,entire,163.590,164.060,JJ,10.1883,2.3780,0,5.09,5
audio19.TextGrid,34,10,one,164.060,164.370,NN,10.2251,0.8757,0,6.47,3
audio19.TextGrid,34,11,he,164.620,164.740,PRP,2.5017,8.1988,0,6.69,2
audio19.TextGrid,34,12,said,164.740,165.090,VBD,2.3092,2.7170,0,6.01,3
audio19.TextGrid,34,13,and,165.420,165.520,CC,0.5482,7.2613,0,7.41,2
audio19.TextGrid,34,14,drew,165.520,165.720,VBD,11.5713,3.8337,0,4.46,3
audio19.TextGrid,34,15,his,165.720,165.920,PRP$,2.6039,5.7020,0,6.51,3
audio19.TextGrid,34,16,knife,165.920,166.230,NN,13.6845,1.5939,0,4.41,3
audio19.TextGrid,34,17,across,166.230,166.620,IN,9.4596,2.4452,0,5.25,5
audio19.TextGrid,34,18,one,166.620,166.730,CD,4.6627,4.1914,0,6.47,3
audio19.TextGrid,34,19,of,166.730,166.800,IN,2.0839,4.1847,0,7.4,2
audio19.TextGrid,34,20,the,166.800,166.890,DT,0.7806,1.8502,0,7.73,2
audio19.TextGrid,34,21,strips,166.890,167.420,NNS,5.7165,3.6627,1,3.86,6
audio19.TextGrid,35,1,he,168.790,168.880,PRP,2.5017,5.9294,0,6.69,2
audio19.TextGrid,35,2,could,168.880,169.070,MD,2.9376,3.6054,0,6.06,3
audio19.TextGrid,35,3,feel,169.070,169.300,VBP,7.3674,8.0102,0,5.67,3
audio19.TextGrid,35,4,the,169.300,169.400,DT,0.7806,3.2960,0,7.73,2
audio19.TextGrid,35,5,steady,169.400,169.800,JJ,9.9253,2.3780,0,4.31,5
audio19.TextGrid,35,6,hard,169.800,170.030,RB,9.1406,8.0149,0,5.53,4
audio19.TextGrid,35,7,pull,170.030,170.230,VBP,10.3674,5.6449,0,4.82,3
audio19.TextGrid,35,8,of,170.230,170.290,IN,2.0839,3.8893,0,7.4,2
audio19.TextGrid,35,9,the,170.290,170.400,DT,0.7806,1.9337,0,7.73,2
audio19.TextGrid,35,10,line,170.400,170.840,NN,9.9841,1.2945,0,5.49,3
audio19.TextGrid,35,11,and,171.020,171.140,CC,0.5482,5.1478,0,7.41,2
audio19.TextGrid,35,12,his,171.140,171.280,PRP$,2.6039,6.1568,0,6.51,3
audio19.TextGrid,35,13,left,171.280,171.510,VBN,8.2520,6.4336,0,5.62,4
audio19.TextGrid,35,14,hand,171.510,171.730,NN,10.6845,3.6840,0,5.41,4
audio19.TextGrid,35,15,was,171.730,171.880,VBD,3.0516,4.9255,0,6.82,3
audio19.TextGrid,35,16,cramped,171.880,172.470,VBN,3.8305,3.2831,1,3.28,6
audio19.TextGrid,36,1,it,173.390,173.580,PRP,1.5724,5.9294,0,6.95,2
audio19.TextGrid,36,2,drew,173.580,173.740,VBD,11.5713,2.1088,0,4.46,3
audio19.TextGrid,36,3,up,173.740,173.890,RP,1.4881,6.3554,0,6.39,2
audio19.TextGrid,36,4,tight,173.940,174.230,RB,11.4625,5.4245,0,4.57,3
audio19.TextGrid,36,5,on,174.230,174.350,IN,4.3011,3.4869,0,6.91,2
audio19.TextGrid,36,6,the,174.350,174.410,DT,0.7806,1.9329,0,7.73,2
audio19.TextGrid,36,7,heavy,174.410,174.670,JJ,10.1883,2.3502,0,4.96,4
audio19.TextGrid,36,8,cord,174.670,175.120,NN,4.8869,0.8757,1,3.98,4
audio19.TextGrid,36,9,and,175.120,175.260,CC,0.5482,4.7464,0,7.41,2
audio19.TextGrid,36,10,he,175.260,175.410,PRP,2.5017,5.7592,0,6.69,2
audio19.TextGrid,36,11,looked,175.410,175.660,VBN,11.0593,7.1065,0,5.11,4
audio19.TextGrid,36,12,at,175.660,175.810,IN,4.5187,4.5116,0,6.7,2
audio19.TextGrid,36,13,it,175.810,175.920,PRP,1.5724,5.6653,0,6.95,2
audio19.TextGrid,36,14,in,175.920,176.040,IN,2.4946,4.8784,0,7.27,2
audio19.TextGrid,36,15,disgust,176.040,176.670,NN,4.8869,3.6509,1,3.61,7
audio20.TextGrid,1,1,what,0.910,1.140,WP,1.8254,8.7562,0,6.38,4
audio20.TextGrid,1,2,kind,1.150,1.420,NN,10.0996,5.2426,0,5.45,3
audio20.TextGrid,1,3,of,1.420,1.520,IN,2.0839,3.4099,0,7.4,2
audio20.TextGrid,1,4,a,1.520,1.560,DT,2.0447,1.7802,0,7.36,1
audio20.TextGrid,1,5,hand,1.560,1.940,NN,10.6845,1.2945,0,5.41,4
audio20.TextGrid,1,6,is,1.940,2.110,VBZ,1.6609,4.2591,0,7.07,2
audio20.TextGrid,1,7,that,2.110,2.560,IN,4.2613,3.2221,0,7.01,3
audio20.TextGrid,1,8,he,2.780,2.890,PRP,2.5017,4.3756,0,6.69,2
audio20.TextGrid,1,9,said,2.890,3.310,VBD,2.3092,2.2358,0,6.01,3
audio20.TextGrid,2,1,cramp,3.920,4.340,NN,4.8869,2.9904,1,3.04,5
audio20.TextGrid,2,2,then,4.340,4.540,RB,6.3750,6.0153,0,6.07,3
audio20.TextGrid,2,3,if,4.540,4.650,IN,6.3600,3.1971,0,6.47,2
audio20.TextGrid,2,4,you,4.650,4.730,PRP,4.1902,4.2694,0,6.98,2
audio20.TextGrid,2,5,want,4.730,5.120,VBP,6.3674,2.6508,0,6.04,4
audio20.TextGrid,2,6,make,5.370,5.580,VB,5.3185,7.3107,0,6.08,3
audio20.TextGrid,2,7,yourself,5.580,5.980,PRP,9.1599,5.4354,0,5.31,6
audio20.TextGrid,2,8,into,5.980,6.190,IN,6.8240,2.9664,0,6.11,4
audio20.TextGrid,2,9,a,6.190,6.230,DT,2.0447,2.3631,0,7.36,1
audio20.TextGrid,2,10,claw,6.230,6.730,NN,4.8869,1.2945,1,3.59,3
audio20.TextGrid,3,1,it,7.170,7.300,PRP,1.5724,5.9294,0,6.95,2
audio20.TextGrid,3,2,will,7.300,7.400,MD,1.7271,3.6054,0,6.45,3
audio20.TextGrid,3,3,do,7.400,7.530,VBP,4.6125,8.0102,0,6.35,2
audio20.TextGrid,3,4,you,7.530,7.680,PRP,4.1902,5.5487,0,6.98,2
audio20.TextGrid,3,5,no,7.680,7.870,RB,8.0031,4.9254,0,6.35,2
audio20.TextGrid,3,6,good,7.870,8.260,JJ,7.1883,4.2668,0,6.12,3
audio20.TextGrid,4,1,come,10.400,10.590,VBN,8.2520,5.6150,0,5.78,3
audio20.TextGrid,4,2,on,10.590,10.930,IN,4.3011,4.5252,0,6.91,2
audio20.TextGrid,4,3,he,10.930,11.260,PRP,2.5017,5.6653,0,6.69,2
audio20.TextGrid,4,4,thought,11.260,11.620,VBD,9.2494,2.2358,0,5.59,3
audio20.TextGrid,4,5,and,11.620,11.790,CC,0.5482,7.2613,0,7.41,3
audio20.TextGrid,4,6,looked,11.790,11.970,VBN,11.0593,5.7791,0,5.11,4
audio20.TextGrid,4,7,down,11.970,12.230,RP,3.9475,6.5200,0,5.88,3
audio20.TextGrid,4,8,into,12.230,12.380,IN,6.8240,2.9582,0,6.11,4
audio20.TextGrid,4,9,the,12.380,12.480,DT,0.7806,2.0344,0,7.73,2
audio20.TextGrid,4,10,dark,12.480,12.780,JJ,12.5103,2.3502,0,5.04,4
audio20.TextGrid,4,11,water,12.780,13.120,NN,11.0996,0.8757,0,5.52,4
audio20.TextGrid,4,12,at,13.120,13.230,IN,4.5187,2.1069,0,6.7,2
audio20.TextGrid,4,13,the,13.230,13.310,DT,0.7806,1.7802,0,7.73,2
audio20.TextGrid,4,14,slant,13.310,13.640,NN,4.8869,1.2945,1,3.18,5
audio20.TextGrid,4,15,of,13.640,13.700,IN,2.0839,1.9542,0,7.4,2
audio20.TextGrid,4,16,the,13.700,13.800,DT,0.7806,1.7802,0,7.73,2
audio20.TextGrid,4,17,line,13.800,14.160,NN,9.9841,1.2945,0,5.49,3
audio20.TextGrid,6,1,it,17.520,17.610,PRP,1.5724,5.9294,0,6.95,2
audio20.TextGrid,6,2,is,17.610,17.700,VBZ,1.6609,2.5114,0,7.07,2
