fichier,phrase_id,position,mot,onset,offset,relation,tete
audio16.TextGrid,13,7,MANY,42.060,42.300,,KNOWS
audio16.TextGrid,13,8,TIMES,42.300,42.700,,KNOWS
audio16.TextGrid,13,9,BEFORE,42.700,43.230,,KNOWS
audio16.TextGrid,13,10,AND,43.230,43.330,,KNOWS
audio16.TextGrid,13,11,HE,43.330,43.440,,KNOWS
audio16.TextGrid,13,12,KNOWS,43.440,43.760,,ROOT
audio16.TextGrid,13,13,THAT,43.760,43.920,,KNOWS
audio16.TextGrid,13,14,THIS,43.920,44.110,,IS
audio16.TextGrid,13,15,IS,44.110,44.220,,THAT
audio16.TextGrid,13,16,HOW,44.220,44.420,,FIGHT
audio16.TextGrid,13,17,HE,44.420,44.530,,FIGHT
audio16.TextGrid,13,18,SHOULD,44.530,44.740,,FIGHT
audio16.TextGrid,13,19,MAKE,44.740,44.950,,FIGHT
audio16.TextGrid,13,20,HIS,44.950,45.160,,FIGHT
audio16.TextGrid,13,21,FIGHT,45.160,45.530,,IS
audio16.TextGrid,14,1,HE,46.320,46.440,,KNOW
audio16.TextGrid,14,2,CANNOT,46.440,46.910,,KNOW
audio16.TextGrid,14,3,KNOW,46.910,47.150,,ROOT
audio16.TextGrid,14,4,THAT,47.150,47.330,,KNOW
audio16.TextGrid,14,5,IT,47.330,47.420,,HIM
audio16.TextGrid,14,6,IS,47.420,47.540,,HIM
audio16.TextGrid,14,7,ONLY,47.540,47.800,,HIM
audio16.TextGrid,14,8,ONE,47.800,48.080,,HIM
audio16.TextGrid,14,9,MAN,48.080,48.370,,HIM
audio16.TextGrid,14,10,AGAINST,48.370,48.820,,HIM
audio16.TextGrid,14,11,HIM,48.820,48.990,,THAT
audio16.TextGrid,15,1,NOR,49.490,49.750,,ROOT
audio16.TextGrid,15,2,THAT,49.750,50.010,,ROOT
audio16.TextGrid,15,3,IT,50.010,50.130,,MAN
audio16.TextGrid,15,4,IS,50.130,50.260,,MAN
audio16.TextGrid,15,5,AN,50.260,50.360,,MAN
audio16.TextGrid,15,6,OLD,50.360,50.640,,MAN
audio16.TextGrid,15,7,MAN,50.640,50.980,,THAT
audio16.TextGrid,16,1,BUT,51.610,51.760,,HE
audio16.TextGrid,16,2,WHAT,51.760,51.920,,A
audio16.TextGrid,16,3,A,51.920,51.980,,HE
audio16.TextGrid,16,4,GREAT,51.980,52.360,,HE
audio16.TextGrid,16,5,FISH,52.360,52.630,,HE
audio16.TextGrid,16,6,HE,52.630,52.840,,IS
audio16.TextGrid,16,7,IS,52.840,53.060,,ROOT
audio16.TextGrid,17,1,AND,53.500,53.660,,IN
audio16.TextGrid,17,2,WHAT,53.660,53.790,,BRING
audio16.TextGrid,17,3,WILL,53.790,53.910,,BRING
audio16.TextGrid,17,4,HE,53.910,54.000,,BRING
audio16.TextGrid,17,5,BRING,54.000,54.240,,IN
audio16.TextGrid,17,6,IN,54.240,54.320,,ROOT
audio16.TextGrid,17,7,THE,54.320,54.390,,GOOD
audio16.TextGrid,17,8,MARKET,54.390,54.800,,GOOD
audio16.TextGrid,17,9,IF,54.800,54.900,,GOOD
audio16.TextGrid,17,10,THE,54.900,54.990,,GOOD
audio16.TextGrid,17,11,FLESH,54.990,55.330,,GOOD
audio16.TextGrid,17,12,IS,55.330,55.490,,GOOD
audio16.TextGrid,17,13,GOOD,55.490,55.890,,IN
audio16.TextGrid,18,1,HE,56.700,56.810,,TOOK
audio16.TextGrid,18,2,TOOK,56.810,57.100,,ROOT
audio16.TextGrid,18,3,THE,57.100,57.180,,PULLS
audio16.TextGrid,18,4,BAIT,57.180,57.480,,PULLS
audio16.TextGrid,18,5,LIKE,57.480,57.680,,PULLS
audio16.TextGrid,18,6,A,57.680,57.720,,PULLS
audio16.TextGrid,18,7,MALE,57.720,58.180,,PULLS
audio16.TextGrid,18,8,AND,58.180,58.290,,PULLS
audio16.TextGrid,18,9,HE,58.290,58.390,,PULLS
audio16.TextGrid,18,10,PULLS,58.390,58.860,,TOOK
audio16.TextGrid,18,11,LIKE,58.860,59.060,,PULLS
audio16.TextGrid,18,12,A,59.060,59.100,,PANIC
audio16.TextGrid,18,13,MALE,59.100,59.480,,PANIC
audio16.TextGrid,18,14,AND,59.480,59.610,,PANIC
audio16.TextGrid,18,15,HIS,59.610,59.830,,PANIC
audio16.TextGrid,18,16,FIGHT,59.830,60.080,,PANIC
audio16.TextGrid,18,17,HAS,60.080,60.280,,PANIC
audio16.TextGrid,18,18,NO,60.280,60.410,,PANIC
audio16.TextGrid,18,19,PANIC,60.410,60.870,,IN
audio16.TextGrid,18,20,IN,60.870,60.990,,LIKE
audio16.TextGrid,18,21,IT,60.990,61.180,,ROOT
audio16.TextGrid,19,1,I,62.150,62.220,,WONDER
audio16.TextGrid,19,2,WONDER,62.220,62.500,,ROOT
audio16.TextGrid,19,3,IF,62.500,62.620,,HE
audio16.TextGrid,19,4,HE,62.620,62.770,,ROOT
audio16.TextGrid,19,5,HAS,62.770,62.970,,ROOT
audio16.TextGrid,19,6,ANY,62.970,63.140,,PLANS
audio16.TextGrid,19,7,PLANS,63.140,63.770,,ROOT
audio16.TextGrid,20,1,OR,64.300,64.440,,IS
audio16.TextGrid,20,2,IF,64.440,64.560,,HE
audio16.TextGrid,20,3,HE,64.560,64.740,,IS
audio16.TextGrid,20,4,IS,64.740,64.870,,ROOT
audio16.TextGrid,20,5,JUST,64.870,65.170,,DESPERATE
audio16.TextGrid,20,6,AS,65.170,65.330,,DESPERATE
audio16.TextGrid,20,7,DESPERATE,65.330,65.850,,IS
audio16.TextGrid,20,8,AS,65.850,65.980,,DESPERATE
audio16.TextGrid,20,9,I,65.980,66.190,,AM
audio16.TextGrid,20,10,AM,66.190,66.550,,AS
audio16.TextGrid,21,1,HE,68.660,68.770,,REMEMBERED
audio16.TextGrid,21,2,REMEMBERED,68.770,69.190,,ROOT
audio16.TextGrid,21,3,THE,69.190,69.270,,HE
audio16.TextGrid,21,4,TIME,69.270,69.580,,HE
audio16.TextGrid,21,5,HE,69.580,69.700,,HAD
audio16.TextGrid,21,6,HAD,69.700,69.840,,REMEMBERED
audio16.TextGrid,21,7,HOOKED,69.840,70.070,,MARLIN
audio16.TextGrid,21,8,ONE,70.070,70.270,,MARLIN
audio16.TextGrid,21,9,OF,70.270,70.360,,MARLIN
audio16.TextGrid,21,10,A,70.360,70.420,,MARLIN
audio16.TextGrid,21,11,PAIR,70.420,70.790,,MARLIN
audio16.TextGrid,21,12,OF,70.790,70.900,,MARLIN
audio16.TextGrid,21,13,MARLIN,70.900,71.430,,HAD
audio16.TextGrid,22,1,THE,72.230,72.320,,ROOT
audio16.TextGrid,22,2,MALE,72.320,72.610,,FIRST
audio16.TextGrid,22,3,FISH,72.610,72.930,,FIRST
audio16.TextGrid,22,4,ALWAYS,72.930,73.330,,FIRST
audio16.TextGrid,22,5,LET,73.330,73.480,,FIRST
audio16.TextGrid,22,6,THE,73.480,73.590,,FIRST
audio16.TextGrid,22,7,FEMALE,73.590,74.030,,FIRST
audio16.TextGrid,22,8,FISH,74.030,74.300,,FIRST
audio16.TextGrid,22,9,FEED,74.300,74.590,,FIRST
audio16.TextGrid,22,10,FIRST,74.590,75.100,,ROOT
audio16.TextGrid,23,1,AND,75.600,75.730,,ROOT
audio16.TextGrid,23,2,THE,75.730,75.860,,ROOT
audio16.TextGrid,23,3,HOOKED,75.860,76.120,,HER
audio16.TextGrid,23,4,FISH,76.120,76.590,,HER
audio16.TextGrid,23,5,THE,76.640,76.720,,HER
audio16.TextGrid,23,6,FEMALE,76.720,77.340,,HER
audio16.TextGrid,23,7,MADE,77.510,77.670,,HER
audio16.TextGrid,23,8,A,77.670,77.710,,HER
audio16.TextGrid,23,9,WILD,77.710,78.290,,HER
audio16.TextGrid,23,10,PANIC,78.320,78.700,,HER
audio16.TextGrid,23,11,STRICKEN,78.700,79.140,,HER
audio16.TextGrid,23,12,DESPAIRING,79.140,79.910,,HER
audio16.TextGrid,23,13,FIGHT,79.960,80.280,,HER
audio16.TextGrid,23,14,THAT,80.300,80.480,,HER
audio16.TextGrid,23,15,SOON,80.480,80.730,,HER
audio16.TextGrid,23,16,EXHAUSTED,80.730,81.370,,HER
audio16.TextGrid,23,17,HER,81.370,81.610,,ROOT
audio16.TextGrid,24,1,AND,82.210,82.330,,ROOT
audio16.TextGrid,24,2,ALL,82.330,82.520,,ROOT
audio16.TextGrid,24,3,THE,82.520,82.620,,ROOT
audio16.TextGrid,24,4,TIME,82.620,83.020,,SURFACE
audio16.TextGrid,24,5,THE,83.020,83.080,,SURFACE
audio16.TextGrid,24,6,MALE,83.080,83.440,,SURFACE
audio16.TextGrid,24,7,HAD,83.440,83.580,,SURFACE
audio16.TextGrid,24,8,STAYED,83.580,83.870,,SURFACE
audio16.TextGrid,24,9,WITH,83.870,84.110,,SURFACE
audio16.TextGrid,24,10,HER,84.110,84.390,,SURFACE
audio16.TextGrid,24,11,CROSSING,84.540,84.990,,SURFACE
audio16.TextGrid,24,12,THE,84.990,85.080,,SURFACE
audio16.TextGrid,24,13,LINE,85.080,85.450,,SURFACE
audio16.TextGrid,24,14,AND,85.450,85.590,,SURFACE
audio16.TextGrid,24,15,CIRCLING,85.590,86.040,,SURFACE
audio16.TextGrid,24,16,WITH,86.040,86.180,,SURFACE
audio16.TextGrid,24,17,HER,86.180,86.360,,SURFACE
audio16.TextGrid,24,18,ON,86.360,86.470,,SURFACE
audio16.TextGrid,24,19,THE,86.470,86.570,,SURFACE
audio16.TextGrid,24,20,SURFACE,86.570,87.160,,ROOT
audio16.TextGrid,25,1,HE,88.150,88.230,,CLOSE
audio16.TextGrid,25,2,HAD,88.230,88.370,,CLOSE
audio16.TextGrid,25,3,STAYED,88.370,88.690,,CLOSE
audio16.TextGrid,25,4,SO,88.690,88.930,,CLOSE
audio16.TextGrid,25,5,CLOSE,88.930,89.370,,ROOT
audio16.TextGrid,25,6,THAT,89.370,89.510,,CLOSE
audio16.TextGrid,25,7,THE,89.510,89.650,,TAIL
audio16.TextGrid,25,8,OLD,89.650,89.890,,TAIL
audio16.TextGrid,25,9,MAN,89.890,90.140,,TAIL
audio16.TextGrid,25,10,WAS,90.140,90.310,,TAIL
audio16.TextGrid,25,11,AFRAID,90.310,90.700,,TAIL
audio16.TextGrid,25,12,HE,90.700,90.770,,TAIL
audio16.TextGrid,25,13,WOULD,90.770,90.960,,TAIL
audio16.TextGrid,25,14,CUT,90.960,91.210,,TAIL
audio16.TextGrid,25,15,THE,91.210,91.310,,TAIL
audio16.TextGrid,25,16,LINE,91.310,91.590,,TAIL
audio16.TextGrid,25,17,WITH,91.610,91.760,,TAIL
audio16.TextGrid,25,18,HIS,91.760,91.960,,TAIL
audio16.TextGrid,25,19,TAIL,91.960,92.470,,THAT
audio16.TextGrid,26,1,WHICH,92.970,93.180,,ROOT
audio16.TextGrid,26,2,WAS,93.180,93.290,,SHARP
audio16.TextGrid,26,3,SHARP,93.290,93.690,,ROOT
audio16.TextGrid,26,4,AS,93.690,93.800,,SHARP
audio16.TextGrid,26,5,A,93.800,93.890,,ALMOST
audio16.TextGrid,26,6,SCYTHE,93.890,94.430,,ALMOST
audio16.TextGrid,26,7,AND,94.430,94.620,,ALMOST
audio16.TextGrid,26,8,ALMOST,94.620,95.060,,AS
audio16.TextGrid,26,9,OF,95.060,95.130,,SHARP
audio16.TextGrid,26,10,THAT,95.130,95.370,,SHAPE
audio16.TextGrid,26,11,SIZE,95.370,95.800,,SHAPE
audio16.TextGrid,26,12,AND,95.800,95.950,,SHAPE
audio16.TextGrid,26,13,SHAPE,95.950,96.310,,OF
audio16.TextGrid,27,1,WHEN,97.380,97.530,,ROOT
audio16.TextGrid,27,2,THE,97.530,97.630,,ROOT
audio16.TextGrid,27,3,OLD,97.630,97.830,,COLOUR
audio16.TextGrid,27,4,MAN,97.830,98.030,,COLOUR
audio16.TextGrid,27,5,HAD,98.030,98.180,,COLOUR
audio16.TextGrid,27,6,GAFFED,98.180,98.560,,COLOUR
audio16.TextGrid,27,7,HER,98.560,98.710,,COLOUR
audio16.TextGrid,27,8,AND,98.710,98.860,,COLOUR
audio16.TextGrid,27,9,CLUBBED,98.860,99.190,,COLOUR
audio16.TextGrid,27,10,HER,99.190,99.380,,COLOUR
audio16.TextGrid,27,11,HOLDING,99.670,100.080,,COLOUR
audio16.TextGrid,27,12,THE,100.080,100.190,,COLOUR
audio16.TextGrid,27,13,RAPIER,100.190,100.620,,COLOUR
audio16.TextGrid,27,14,BILL,100.620,101.050,,COLOUR
audio16.TextGrid,27,15,WITH,101.050,101.200,,COLOUR
audio16.TextGrid,27,16,ITS,101.200,101.350,,COLOUR
audio16.TextGrid,27,17,SANDPAPER,101.350,102.050,,COLOUR
audio16.TextGrid,27,18,EDGE,102.050,102.390,,COLOUR
audio16.TextGrid,27,19,AND,102.390,102.510,,COLOUR
audio16.TextGrid,27,20,DUBBING,102.510,102.980,,COLOUR
audio16.TextGrid,27,21,HER,102.980,103.140,,COLOUR
audio16.TextGrid,27,22,ACROSS,103.140,103.530,,COLOUR
audio16.TextGrid,27,23,THE,103.530,103.640,,COLOUR
audio16.TextGrid,27,24,TOP,103.640,103.920,,COLOUR
audio16.TextGrid,27,25,OF,103.920,104.030,,COLOUR
audio16.TextGrid,27,26,HER,104.030,104.170,,COLOUR
audio16.TextGrid,27,27,HEAD,104.170,104.420,,COLOUR
audio16.TextGrid,27,28,UNTIL,104.420,104.750,,COLOUR
audio16.TextGrid,27,29,HER,104.750,104.840,,COLOUR
audio16.TextGrid,27,30,COLOUR,104.840,105.200,,ROOT
audio16.TextGrid,28,1,TURNED,105.200,105.570,,ALMOST
audio16.TextGrid,28,2,TO,105.570,105.670,,ALMOST
audio16.TextGrid,28,3,A,105.670,105.700,,ALMOST
audio16.TextGrid,28,4,COLOUR,105.700,106.070,,ALMOST
audio16.TextGrid,28,5,ALMOST,106.070,106.500,,ROOT
audio16.TextGrid,28,6,LIKE,106.500,106.670,,ALMOST
audio16.TextGrid,28,7,THE,106.680,106.760,,MIRRORS
audio16.TextGrid,28,8,BACKING,106.760,107.200,,MIRRORS
audio16.TextGrid,28,9,OF,107.200,107.320,,MIRRORS
audio16.TextGrid,28,10,MIRRORS,107.340,107.880,,LIKE
audio16.TextGrid,29,1,AND,108.670,108.790,,ROOT
audio16.TextGrid,29,2,THEN,108.790,109.090,,ABOARD
audio16.TextGrid,29,3,WITH,109.090,109.220,,ABOARD
audio16.TextGrid,29,4,THE,109.220,109.290,,ABOARD
audio16.TextGrid,29,5,BOY,109.290,109.590,,ABOARD
audio16.TextGrid,29,6,S,109.590,109.680,,ABOARD
audio16.TextGrid,29,7,AID,109.680,110.050,,ABOARD
audio16.TextGrid,29,8,HOISTED,110.050,110.420,,ABOARD
audio16.TextGrid,29,9,HER,110.420,110.540,,ABOARD
audio16.TextGrid,29,10,ABOARD,110.540,111.060,,ROOT
audio16.TextGrid,30,1,THE,111.690,111.780,,SIDE
audio16.TextGrid,30,2,MALE,111.780,112.070,,SIDE
audio16.TextGrid,30,3,FISH,112.070,112.310,,SIDE
audio16.TextGrid,30,4,HAD,112.310,112.470,,SIDE
audio16.TextGrid,30,5,STAYED,112.470,112.790,,SIDE
audio16.TextGrid,30,6,BY,112.790,112.950,,SIDE
audio16.TextGrid,30,7,THE,112.950,113.050,,SIDE
audio16.TextGrid,30,8,SIDE,113.050,113.340,,ROOT
audio16.TextGrid,30,9,OF,113.340,113.400,,SIDE
audio16.TextGrid,30,10,THE,113.400,113.490,,BOAT
audio16.TextGrid,30,11,BOAT,113.490,113.910,,OF
audio16.TextGrid,31,1,THEN,114.700,115.100,,HARPOON
audio16.TextGrid,31,2,WHILE,115.220,115.400,,HARPOON
audio16.TextGrid,31,3,THE,115.400,115.510,,HARPOON
audio16.TextGrid,31,4,OLD,115.510,115.720,,HARPOON
audio16.TextGrid,31,5,MAN,115.720,115.970,,HARPOON
audio16.TextGrid,31,6,WAS,115.970,116.140,,HARPOON
audio16.TextGrid,31,7,CLEARING,116.140,116.520,,HARPOON
audio16.TextGrid,31,8,THE,116.520,116.590,,HARPOON
audio16.TextGrid,31,9,LINES,116.590,117.040,,HARPOON
audio16.TextGrid,31,10,AND,117.040,117.140,,HARPOON
audio16.TextGrid,31,11,PREPARING,117.140,117.640,,HARPOON
audio16.TextGrid,31,12,THE,117.640,117.740,,HARPOON
audio16.TextGrid,31,13,HARPOON,117.740,118.340,,ROOT
audio16.TextGrid,32,1,THE,118.790,118.870,,ROOT
audio16.TextGrid,32,2,MALE,118.870,119.140,,WAS
audio16.TextGrid,32,3,FISH,119.140,119.420,,WAS
audio16.TextGrid,32,4,JUMPED,119.420,119.790,,WAS
audio16.TextGrid,32,5,HIGH,119.790,120.040,,WAS
audio16.TextGrid,32,6,INTO,120.040,120.240,,WAS
audio16.TextGrid,32,7,THE,120.240,120.430,,WAS
audio16.TextGrid,32,8,AIR,120.430,120.620,,WAS
audio16.TextGrid,32,9,BESIDE,120.620,121.090,,WAS
audio16.TextGrid,32,10,THE,121.090,121.170,,WAS
audio16.TextGrid,32,11,BOAT,121.170,121.530,,WAS
audio16.TextGrid,32,12,TO,121.530,121.650,,WAS
audio16.TextGrid,32,13,SEE,121.650,121.830,,WAS
audio16.TextGrid,32,14,WHERE,121.830,122.030,,WAS
audio16.TextGrid,32,15,THE,122.030,122.130,,WAS
audio16.TextGrid,32,16,FEMALE,122.130,122.520,,WAS
audio16.TextGrid,32,17,WAS,122.520,123.020,,ROOT
audio16.TextGrid,33,1,AND,123.530,123.640,,ROOT
audio16.TextGrid,33,2,THEN,123.640,123.860,,DEEP
audio16.TextGrid,33,3,WENT,123.860,124.090,,DEEP
audio16.TextGrid,33,4,DOWN,124.090,124.450,,DEEP
audio16.TextGrid,33,5,DEEP,124.450,124.870,,ROOT
audio16.TextGrid,34,1,HIS,125.260,125.460,,THAT
audio16.TextGrid,34,2,LAVENDER,125.460,125.870,,THAT
audio16.TextGrid,34,3,WINGS,125.870,126.410,,THAT
audio16.TextGrid,34,4,THAT,126.410,126.600,,WERE
audio16.TextGrid,34,5,WERE,126.600,126.710,,ROOT
audio16.TextGrid,34,6,HIS,126.710,126.870,,SHOWING
audio16.TextGrid,34,7,PECTORAL,126.870,127.350,,SHOWING
audio16.TextGrid,34,8,FINS,127.350,127.850,,SHOWING
audio16.TextGrid,34,9,SPREAD,128.080,128.430,,SHOWING
audio16.TextGrid,34,10,WIDE,128.430,128.930,,SHOWING
audio16.TextGrid,34,11,AND,128.930,129.070,,SHOWING
audio16.TextGrid,34,12,ALL,129.070,129.320,,SHOWING
audio16.TextGrid,34,13,HIS,129.320,129.500,,SHOWING
audio16.TextGrid,34,14,WIDE,129.500,129.890,,SHOWING
audio16.TextGrid,34,15,LAVENDER,129.890,130.340,,SHOWING
audio16.TextGrid,34,16,STRIPES,130.340,130.790,,SHOWING
audio16.TextGrid,34,17,SHOWING,130.790,131.240,,WERE
audio16.TextGrid,35,1,HE,132.230,132.340,,REMEMBERED
audio16.TextGrid,35,2,WAS,132.340,132.510,,REMEMBERED
audio16.TextGrid,35,3,BEAUTIFUL,132.510,133.050,,REMEMBERED
audio16.TextGrid,35,4,THE,133.240,133.360,,REMEMBERED
audio16.TextGrid,35,5,OLD,133.360,133.550,,REMEMBERED
audio16.TextGrid,35,6,MAN,133.550,133.750,,REMEMBERED
audio16.TextGrid,35,7,REMEMBERED,133.750,134.250,,ROOT
audio16.TextGrid,36,1,AND,134.730,134.890,,ROOT
audio16.TextGrid,36,2,HE,134.890,134.980,,STAYED
audio16.TextGrid,36,3,HAD,134.980,135.120,,STAYED
audio16.TextGrid,36,4,STAYED,135.120,135.740,,ROOT
audio16.TextGrid,37,1,THAT,137.540,137.740,,WAS
audio16.TextGrid,37,2,WAS,137.740,137.990,,ROOT
audio16.TextGrid,37,3,THE,137.990,138.070,,THING
audio16.TextGrid,37,4,SADDEST,138.070,138.530,,THING
audio16.TextGrid,37,5,THING,138.530,138.780,,WAS
audio16.TextGrid,37,6,I,138.780,138.950,,EVER
audio16.TextGrid,37,7,EVER,138.950,139.150,,THING
audio16.TextGrid,37,8,SAW,139.150,139.390,,THOUGHT
audio16.TextGrid,37,9,WITH,139.390,139.610,,THOUGHT
audio16.TextGrid,37,10,THEM,139.610,139.920,,THOUGHT
audio16.TextGrid,37,11,THE,140.130,140.270,,THOUGHT
audio16.TextGrid,37,12,OLD,140.270,140.460,,THOUGHT
audio16.TextGrid,37,13,MAN,140.460,140.710,,THOUGHT
audio16.TextGrid,37,14,THOUGHT,140.710,141.100,,ROOT
audio16.TextGrid,38,1,THE,141.710,141.800,,ROOT
audio16.TextGrid,38,2,BOY,141.800,142.070,,PARDON
audio16.TextGrid,38,3,WAS,142.070,142.270,,PARDON
audio16.TextGrid,38,4,SAD,142.270,142.670,,PARDON
audio16.TextGrid,38,5,TOO,142.670,142.980,,PARDON
audio16.TextGrid,38,6,AND,142.980,143.190,,PARDON
audio16.TextGrid,38,7,WE,143.190,143.290,,PARDON
audio16.TextGrid,38,8,BEGGED,143.290,143.600,,PARDON
audio16.TextGrid,38,9,HER,143.600,143.720,,PARDON
audio16.TextGrid,38,10,PARDON,143.720,144.250,,ROOT
audio16.TextGrid,39,1,AND,144.690,144.790,,ROOT
audio16.TextGrid,39,2,BUTCHERED,144.790,145.240,,PROMPTLY
audio16.TextGrid,39,3,HER,145.240,145.340,,PROMPTLY
audio16.TextGrid,39,4,PROMPTLY,145.340,146.020,,ROOT
audio16.TextGrid,40,1,I,147.410,147.550,,WISH
audio16.TextGrid,40,2,WISH,147.550,147.840,,ROOT
audio16.TextGrid,40,3,THE,147.840,147.950,,ROOT
audio16.TextGrid,40,4,BOY,147.950,148.220,,PLANKS
audio16.TextGrid,40,5,WAS,148.220,148.490,,PLANKS
audio16.TextGrid,40,6,HERE,148.490,148.770,,PLANKS
audio16.TextGrid,40,7,HE,149.120,149.230,,PLANKS
audio16.TextGrid,40,8,SAID,149.230,149.440,,PLANKS
audio16.TextGrid,40,9,ALOUD,149.440,149.930,,PLANKS
audio16.TextGrid,40,10,AND,150.230,150.400,,PLANKS
audio16.TextGrid,40,11,SETTLED,150.400,150.770,,PLANKS
audio16.TextGrid,40,12,HIMSELF,150.770,151.130,,PLANKS
audio16.TextGrid,40,13,AGAINST,151.130,151.460,,PLANKS
audio16.TextGrid,40,14,THE,151.460,151.570,,PLANKS
audio16.TextGrid,40,15,ROUNDED,151.570,151.960,,PLANKS
audio16.TextGrid,40,16,PLANKS,151.960,152.330,,ROOT
audio16.TextGrid,40,17,OF,152.330,152.410,,ROOT
audio16.TextGrid,40,18,THE,152.410,152.490,,STRENGTH
audio16.TextGrid,40,19,BOW,152.490,152.880,,STRENGTH
audio16.TextGrid,40,20,AND,153.110,153.260,,STRENGTH
audio16.TextGrid,40,21,FELT,153.260,153.470,,STRENGTH
audio16.TextGrid,40,22,THE,153.470,153.580,,STRENGTH
audio16.TextGrid,40,23,STRENGTH,153.580,154.100,,OF
audio16.TextGrid,40,24,OF,154.100,154.180,,OF
audio16.TextGrid,40,25,THE,154.200,154.290,,FISH
audio16.TextGrid,40,26,GREAT,154.290,154.580,,FISH
audio16.TextGrid,40,27,FISH,154.600,154.950,,OF
audio16.TextGrid,40,28,THROUGH,154.950,155.100,,ROOT
audio16.TextGrid,40,29,THE,155.100,155.200,,LINE
audio16.TextGrid,40,30,LINE,155.200,155.500,,THROUGH
audio16.TextGrid,41,1,HE,155.500,155.640,,SHOULDERS
audio16.TextGrid,41,2,HELD,155.640,155.830,,SHOULDERS
audio16.TextGrid,41,3,ACROSS,155.830,156.170,,SHOULDERS
audio16.TextGrid,41,4,HIS,156.170,156.300,,SHOULDERS
audio16.TextGrid,41,5,SHOULDERS,156.300,156.840,,ROOT
audio16.TextGrid,42,1,MOVING,157.330,157.690,,HE
audio16.TextGrid,42,2,STEADILY,157.690,158.180,,HE
audio16.TextGrid,42,3,TOWARD,158.180,158.620,,HE
audio16.TextGrid,42,4,WHATEVER,158.620,158.960,,HE
audio16.TextGrid,42,5,HE,158.960,159.060,,HAD
audio16.TextGrid,42,6,HAD,159.060,159.240,,ROOT
audio16.TextGrid,42,7,CHOSEN,159.240,159.680,,HAD
audio16.TextGrid,43,1,WHEN,160.890,161.070,,ROOT
audio16.TextGrid,43,2,ONCE,161.070,161.560,,ROOT
audio16.TextGrid,43,3,THROUGH,161.560,161.720,,THOUGHT
audio16.TextGrid,43,4,MY,161.720,161.950,,THOUGHT
audio16.TextGrid,43,5,TREACHERY,161.950,162.560,,THOUGHT
audio16.TextGrid,43,6,IT,162.560,162.640,,THOUGHT
audio16.TextGrid,43,7,HAD,162.640,162.770,,THOUGHT
audio16.TextGrid,43,8,BEEN,162.770,162.890,,THOUGHT
audio16.TextGrid,43,9,NECESSARY,162.890,163.460,,THOUGHT
audio16.TextGrid,43,10,TO,163.460,163.610,,THOUGHT
audio16.TextGrid,43,11,HIM,163.610,163.740,,THOUGHT
audio16.TextGrid,43,12,TO,163.740,163.840,,THOUGHT
audio16.TextGrid,43,13,MAKE,163.840,164.040,,THOUGHT
audio16.TextGrid,43,14,A,164.040,164.090,,THOUGHT
audio16.TextGrid,43,15,CHOICE,164.090,164.610,,THOUGHT
audio16.TextGrid,43,16,THE,164.690,164.830,,THOUGHT
audio16.TextGrid,43,17,OLD,164.830,165.050,,THOUGHT
audio16.TextGrid,43,18,MAN,165.050,165.310,,THOUGHT
audio16.TextGrid,43,19,THOUGHT,165.310,165.700,,ROOT
audio16.TextGrid,44,1,HIS,167.120,167.350,,TREACHERIES
audio16.TextGrid,44,2,CHOICE,167.350,167.640,,TREACHERIES
audio16.TextGrid,44,3,HAD,167.640,167.760,,TREACHERIES
audio16.TextGrid,44,4,BEEN,167.760,167.890,,TREACHERIES
audio16.TextGrid,44,5,TO,167.890,167.990,,TREACHERIES
audio16.TextGrid,44,6,STAY,167.990,168.250,,TREACHERIES
audio16.TextGrid,44,7,IN,168.250,168.320,,TREACHERIES
audio16.TextGrid,44,8,THE,168.320,168.420,,TREACHERIES
audio16.TextGrid,44,9,DEEP,168.420,168.680,,TREACHERIES
audio16.TextGrid,44,10,DARK,168.680,169.000,,TREACHERIES
audio16.TextGrid,44,11,WATER,169.000,169.340,,TREACHERIES
audio16.TextGrid,44,12,FAR,169.340,169.660,,TREACHERIES
audio16.TextGrid,44,13,OUT,169.660,169.760,,TREACHERIES
audio16.TextGrid,44,14,BEYOND,169.760,170.180,,TREACHERIES
audio16.TextGrid,44,15,ALL,170.180,170.380,,TREACHERIES
audio16.TextGrid,44,16,SNARES,170.380,170.910,,TREACHERIES
audio16.TextGrid,44,17,AND,170.910,171.110,,TREACHERIES
audio16.TextGrid,44,18,TRAPS,171.110,171.430,,TREACHERIES
audio16.TextGrid,44,19,AND,171.430,171.590,,TREACHERIES
audio16.TextGrid,44,20,TREACHERIES,171.590,172.190,,ROOT
audio16.TextGrid,45,1,MY,173.180,173.360,,ROOT
audio16.TextGrid,45,2,CHOICE,173.360,173.860,,PEOPLE
audio16.TextGrid,45,3,WAS,173.860,174.040,,PEOPLE
audio16.TextGrid,45,4,TO,174.040,174.130,,PEOPLE
audio16.TextGrid,45,5,GO,174.130,174.360,,PEOPLE
audio16.TextGrid,45,6,THERE,174.360,174.550,,PEOPLE
audio16.TextGrid,45,7,TO,174.550,174.690,,PEOPLE
audio16.TextGrid,45,8,FIND,174.690,175.060,,PEOPLE
audio16.TextGrid,45,9,HIM,175.060,175.240,,PEOPLE
audio16.TextGrid,45,10,BEYOND,175.240,175.650,,PEOPLE
audio16.TextGrid,45,11,ALL,175.650,175.810,,PEOPLE
audio16.TextGrid,45,12,PEOPLE,175.810,176.290,,ROOT
